Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added,,
vil.wimberley.tx.us,,Local Government,,Deprecated,Former city website. See historical snapshot at: http://web.archive.org/web/20120826081452/http://www.vil.wimberley.tx.us/  -- Note added 1/14/14 13:22,,1/14/14 13:21,,
village.boonville.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.clinton.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.croton-on-hudson.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.fredonia.ny.us,,Local Government,,rejected term,"Village of Fredonia, NY -- Note added 1/14/14 13:18",,6/6/13 18:09,,
village.herkimer.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.holland-patent.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.kinderhookny.us,,Local Government,,,,,8/26/13 18:10,,
village.mamaroneck.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.vernon-hills.il.us,,Local Government,,Redirected,Redirects to http://il-vernonhills.civicplus.com/  -- Note added 11/20/13 19:37,,8/26/13 18:11,,
village.whitesboro.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
village.williamsville.ny.us,,Local Government,New York,,,,6/6/13 18:09,,
villageflowerhill.com,,Local Government,,Deprecated,Former village website. See historical snapshot at: http://web.archive.org/web/20110202105215/http://villageflowerhill.com. Now resolves at http://www.villageflowerhill.org.  -- Note added 8/13/14 18:29,,8/13/14 18:27,,
villagehamburg.com,,Local Government,,,,,8/26/13 18:13,,
villagehohny.org,,Local Government,New York,,,,6/6/13 18:09,,
villagemedina.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofangola.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofantwerp.net,,Local Government,New York,,,,6/6/13 18:09,,
villageofarcade.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofbarneveld.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofbath.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofbergen.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofbridgewater.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofbrocton.com,,Local Government,,,,,11/9/15 20:21,,
villageofbronxville.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofbuchanan.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofcatskill.net,,Local Government,New York,,,,6/6/13 18:09,,
villageofchatham.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofclaycomo.com,,Local Government,,,,,1/14/14 13:02,,
villageofclayton.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofcorinthny.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofcoxsackie.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofdannemora.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofdepew.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofdexter.org,,Local Government,,rejected term,"Village of Dexter, MI -- Note added 7/25/13 18:36",,6/6/13 18:09,,
villageofeasthills.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofeastnassau.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofeastrockaway.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofeastsyracuse.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofelbridge.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofellenville.web.officelive.com,,Local Government,,Deprecated,Former village website. See historical snapshot at: http://web.archive.org/web/20110203021855/http://villageofellenville.web.officelive.com/default.aspx  -- Note added 1/14/14 12:59,,1/14/14 12:58,,
villageoffonda.org,,Local Government,,rejected term,"Village of Fonda, NY -- Note added 7/22/13 16:15",,6/6/13 18:09,,
villageoffrankfortny.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofgouverneur.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofharrisvilleny.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofhempstead.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofholley.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofhoneoyefalls.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofjohnstown.org,,Local Government,,,,,11/9/15 20:15,,
villageofjordan.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofkenmore.org,,Local Government,New York,,,,6/6/13 18:09,,
villageoflakegeorge.us,,Local Government,New York,,,,6/6/13 18:09,,
villageoflakesuccess.com,,Local Government,New York,,,,6/6/13 18:09,,
villageoflarchmont.org,,Local Government,New York,,,,6/6/13 18:09,,
villageoflawrence.org,,Local Government,New York,,,,6/6/13 18:09,,
villageoflindenhurst.com,,Local Government,New York,,,,6/6/13 18:09,,
villageoflittlevalley.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofliverpool.org,,Local Government,New York,,,,6/6/13 18:09,,
villageoflyons.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmacedon.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofmanchester.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofmarlborough.com,,Local Government,Missouri,,,,6/6/13 18:09,,
villageofmaybrook.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmayfield.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmenands.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofminoa.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmontebello.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmontgomery.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofmontourfalls.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmountmorris.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofmuttontown.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofnelsonville.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofnewhartford.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofnewpaltz.org,,Local Government,New York,,,,6/6/13 18:09,,
villageoforiskanyfalls.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofotisville.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofowego.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofpennyan.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofperry.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofpewaukeewi.us,,Local Government,Wisconsin,,,http://www.villageofpewaukeewi.us/,6/6/13 18:09,,
villageofpinehurst.org,,Local Government,,,,,6/6/13 18:09,,
villageofpittsford.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofquogue.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofravena.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofremsen.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofroslynestates.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofschuylerville.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofskaneateles.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofsolvay.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofspringvilleny.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofthehills.org,,Local Government,Texas,,,,6/6/13 18:09,,
villageofvernonny.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofwashingtonville.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofwebster.com,,Local Government,New York,,,,6/6/13 18:09,,
villageofwestbury.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofwestfield.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofwestjefferson.com,,Local Government,,,,,8/26/13 18:15,,
villageofwillistonpark.org,,Local Government,New York,,,,6/6/13 18:09,,
villageofwolcott.com,,Local Government,,Deprecated,Former village website. See historical snapshot at: http://web.archive.org/web/20130718100128/http://villageofwolcott.com/  -- Note added 1/13/14 20:45,,1/13/14 20:44,,
villagepulaski.org,,Local Government,New York,,,,6/6/13 18:09,,
villagespringvalley.org,,Local Government,New York,,,,6/6/13 18:09,,
villapark.org,,,California,,,,6/6/13 18:09,,
villr.com,,,,rejected term,"Village of Los Ranchos, NM -- Note added 1/13/14 19:29",,6/6/13 18:09,,
visit29.org,,,,rejected term,Twentynine Palms Convention and Visitors Bureau -- Note added 8/27/13 13:00,,6/6/13 18:09,,
visitestespark.com,,,,rejected term,"Visitor Information for Estes Park, CO -- Note added 7/31/13 17:09",,6/6/13 18:08,,
visitfanwood.com/borough,,,,Deprecated,Former borough website. See historical snapshot at: http://web.archive.org/web/20110203041428/http://www.visitfanwood.com/borough/.  -- Note added 8/13/14 17:53,,8/13/14 17:53,,
visitid.org,,,,,,,6/6/13 19:48,,
visitmorton.com,,,Washington,,,http://www.visitmorton.com/vistingmorton.html,6/6/13 18:09,,
visitnebraska.org,,,Nebraska,Deprecated,Redirects to http://www.visitnebraska.com// (sic). -- Note added 12/9/13 18:43,,8/5/13 19:17,,
visitrudolphwi.com,,,,,,,8/5/13 19:19,,
visitsanluisobispocounty.com,,County Government,California,rejected term,Visit San Luis Obispo County (CA) -- Note added 8/2/13 16:26,,8/2/13 16:26,,
vml.org,,,,rejected term,Virginia Municipal League - www.vml.org -- Note added 7/17/13 17:15,,6/6/13 18:09,,
vndia.org,,,,rejected term,"On January 16, 2010, Governor McDonnell issued Executive Order 2 establishing a Commission on Government Reform and Restructuring. nOn November 29, 2011, the Commission issued its report, which included a recommendation to dissolve the Board of Directors of the Virginia National Defense Industrial Authority (VNDIA) and shift the Authority's function and mission to the Office of the Secretary of Veteran's Affairs and Homeland Security. See http://www.vahs.virginia.gov/  See also historical snapshot at: http://web.archive.org/web/20120926160442/http://www.vndia.org/  -- Note added 1/13/14 20:17",,6/6/13 18:09,,
vnhp.org,,,New York,,,,6/6/13 18:09,,
vofab.org,,,New York,,,,6/6/13 18:09,,
vofishkill.us,,,New York,,,,6/6/13 18:09,,
voh-ny.com,,,New York,,,,6/6/13 18:09,,
vpla.com,,,,,,,8/26/13 16:17,,
waco-texas.com,,,Texas,,,,6/6/13 18:09,,
wacounties.org,,County Government,Washington,rejected term,Washington Association of County Officials &amp; Washington State Association of Counties -- Note added 7/8/13 18:50,,6/6/13 18:09,,
waddingtonny.us,,,New York,,,,6/6/13 18:09,,
wahpeton.com,,,North Dakota,,,,6/6/13 18:09,,
waitepark.org,,,,,,,8/27/13 13:01,,
walkNevada.com,,,Nevada,Redirected,Redirects to http://www.nevadadot.com/About_NDOT/NDOT_Divisions/Planning/bikeped/bicycle.aspx  -- Note added 3/20/14 16:35,,6/6/13 18:09,,
walnut-creek.org,,Local Government,California,,,,6/6/13 18:09,,
walshcountynd.com,,County Government,North Dakota,,,,8/27/13 13:02,,
wampanoagtribe.net,,Native Sovereign Nation,,,,,6/6/13 18:09,,
wardnd.com,,,North Dakota,,,,6/6/13 18:09,,
warmsprings.com,,Native Sovereign Nation,,,,,6/6/13 18:09,,
warrencountymo.org,,County Government,Missouri,,,,9/22/15 18:57,,
warrensburg-mo.com,,,Missouri,,,,6/6/13 18:09,,
warrenton-mo.org,,,Missouri,,,,6/6/13 18:09,,
warsawcity.net,,Local Government,,Deprecated,Redirects to http://warsaw.in.gov/ so entry no longer needed -- Note added 8/26/13 18:56,,6/6/13 18:09,,
warsonwoods.com,,,Missouri,,,,6/6/13 18:09,,
washburnnd.com,,,North Dakota,,,,6/6/13 18:09,,
washington-twp.org,,,New Jersey,,,,6/6/13 18:09,,
washingtonbeer.com,,Quasigovernmental,Washington,rejected term,"Washington Beer Commission was ratified by the Washington State Legislature on September 6, 2006 as an Agricultural Commodity Commission -- Note added 7/23/13 13:33",,6/6/13 18:09,,
washingtoncountyal.com,,County Government,Alabama,rejected term,Washington County Chamber of Commerce -- Note added 7/17/13 13:20,,6/6/13 18:09,,
washingtoncountyindiana.com,,County Government,,rejected term,"Former county website: http://web.archive.org/web/20110426021431/http://washingtoncountyindiana.com/ nNew official website for Washington County, IN, is http://www.washingtoncounty.in.gov/ -- Note added 8/26/13 16:20",,6/6/13 18:09,,
washingtoncountytn.com,,County Government,,Deprecated,Former county website. See historical snapshot at: http://web.archive.org/web/20110512211634/http://washingtoncountytn.com. -- Note added 8/13/14 17:33,,7/17/14 16:56,,
washingtontownship.com,,Local Government,,Deprecated,www.washingtontownship.com redirects to http://washtwp.wix.com/washingtontownship  -- Note added 11/18/13 17:31,,6/6/13 18:09,,
washoetribe.us,,Native Sovereign Nation,,,,,6/6/13 18:09,,
waterford-ny.com,,,New York,,,,6/6/13 18:09,,
waterfordny.org,,,New York,,,,11/9/15 20:04,,
waterfordtownship.wetpaint.com,,Local Government,Minnesota,rejected term,See historical snapshot at: http://web.archive.org/web/20130516120418/http://waterfordtownship.wetpaint.com Now resolves at waterfordtownship.wikifoundry.com. -- Note added 9/23/15 13:10,,1/13/14 20:42,,
waterfordtwp.com,,,,,,,11/10/15 17:54,,
waterloony.com,,,New York,,,,6/6/13 18:09,,
watertownct.org,,Local Government,Connecticut,,,,6/6/13 18:09,,
watervliet.com,,,New York,,,,6/6/13 18:09,,
watsekacity.com,,Local Government,,Deprecated,No longer used - moved to watsekacity.org -- Note added 7/7/14 15:52,,6/6/13 18:09,,
watsonville.lib.ca.us,,Local Government,California,,,,8/26/13 18:55,,
wavelandcity.com,,Local Government,,rejected term,"Domain no longer resolves. Per the Wayback Machine, it last resolved on February 7, 2011: https://web.archive.org/web/20110207113241/http://wavelandcity.com. New domain is http://www.waveland-ms.gov. -- Note added 11/10/15 19:55",,6/6/13 18:09,,
waverlybarton.com,,,New York,,,,6/6/13 18:09,,
waxahachie.com,,,Texas,,,,6/6/13 18:09,,
waynecountyutah.org,,County Government,Utah,,,,6/6/13 18:09,,
waynesvillemo.org,,Local Government,Missouri,,,,6/6/13 18:09,,
wc-link.org/smithsburg,,Local Government,,Deprecated,Former town website.See historical snapshot at: http://web.archive.org/web/20110819083001/http://www.wc-link.org/smithsburg/  -- Note added 6/3/14 19:39,,6/6/13 18:09,,
wcaln.org,,,,,,,11/10/15 20:15,,
wcma-wi.org,,Local Government,Wisconsin,rejected term,"Wisconsin City/County Manager Association, WI -- Note added 7/23/13 19:26",,6/6/13 18:09,,
wctatel.net/web/buffalocenter,,,,,,,8/13/14 16:53,,
weaverville.net,,Local Government,,Deprecated,Former town website. See historical snapshot at: http://web.archive.org/web/20071219160947/http://www.weaverville.net/  -- Note added 1/13/14 20:08,,1/13/14 20:08,,
webconnections.net/huron,,,California,,,,6/6/13 18:09,,
webrangers.us,,,,rejected term,"WebRangers, the National Park Service's site for kids of all ages. -- Note added 6/6/13 18:09",,6/6/13 18:09,,
weepingwaternebraska.com,,,Nebraska,,,,6/6/13 18:09,,
weho.org,,,California,,,,6/6/13 18:09,,
weldonspring.org,,,Missouri,,,,6/6/13 18:09,,
wells.govoffice.com,,Local Government,,Deprecated,Former city website. See historical snapshot at: http://web.archive.org/web/20110506095550/http://wells.govoffice.com/  -- Note added 3/24/14 12:12,,3/24/14 12:12,,
wellscountynd.com,,County Government,North Dakota,,,,6/6/13 18:09,,
wellsvillecity.com,,Local Government,Utah,,,,6/6/13 18:09,,
wellsvilleny.com,,Local Government,New York,,,,6/6/13 18:09,,
wentzvillemo.org,,Local Government,Missouri,,,,6/6/13 18:09,,
wesleyhills.org,,,New York,,,,6/6/13 18:09,,
westchestergov.com,,,New York,,,,6/6/13 18:09,,
westcolumbiatx.org,,,Texas,,,,6/6/13 18:09,,
westcovina.org,,,California,,,,6/6/13 18:09,,
westfargo.org,,,North Dakota,,,,6/6/13 18:09,,
westfieldiowa.com,,,Iowa,,,http://westfieldiowa.com/,6/6/13 18:09,,
westhaverstraw.org,,,New York,,,,6/6/13 18:09,,
westlake-tx.or,,,Texas,,,,6/6/13 18:09,,
westlibertyiowa.com,,,,rejected term,West Liberty (Iowa) Chamber of Commerce -- Note added 7/23/13 13:35,,6/6/13 18:09,,
westmifflinborough.com,,,,,,,8/26/13 16:30,,
westminster.govoffice.com,,,,,,,8/26/13 16:31,,
westonmo.com,,,Missouri,,,,6/6/13 18:09,,
westonmo.com/city,,Local Government,Missouri,,,,6/6/13 18:09,,
westontexas.com,,,Texas,,,,6/6/13 18:09,,
westonvt.org,,,Vermont,,,,6/6/13 18:09,,
westplains.net,,,Missouri,,,,6/6/13 18:09,,
westportindiana.org,,,,rejected term,Westport (Indiana) Business Association -- Note added 7/23/13 19:43,,6/6/13 18:09,,
westportny.net,,,New York,,,,6/6/13 18:09,,
westrutlandtown.com,,Local Government,Vermont,,,,6/6/13 18:09,,
westseneca.net,,,New York,,,,6/6/13 18:09,,
westu.org,,Local Government,Texas,rejected term,"City of West University Place, TX -- Note added 7/22/13 16:13",,6/6/13 18:09,,
westviewborough.com,,,,,,,11/10/15 20:16,,
westwendovercity.com,,Local Government,Nevada,,,,6/6/13 18:09,,
wetumpka.al.us,,,Alabama,,,,7/1/13 16:54,,
weybridge.govoffice.com,,Local Government,Vermont,rejected term,"Town of Weybridge, VT -- Note added 3/24/14 12:14",,6/6/13 18:09,,
wfrc.org,,,Utah,,,,6/6/13 18:09,,
wgfoa.org,,,,rejected term,Wisconsin Government Finance Officers Association -- Note added 7/26/13 17:47,,6/6/13 18:09,,
whbvillage.com,,Local Government,New York,,,,6/6/13 18:09,,
wheatfield.ny.us,,,New York,,,,6/6/13 18:09,,
wheatlandsd.com,,,California,,,,6/6/13 18:09,,
whitefish.govoffice.com,,Local Government,,Deprecated,Former city website. See historical snapshot at: http://web.archive.org/web/20131206061250/http://www.whitefish.govoffice.com/  -- Note added 3/24/14 12:17,,3/24/14 12:17,,
whitepinecounty.net,,County Government,Nevada,,,,6/6/13 18:09,,
whitneypoint.org,,,New York,,,,6/6/13 18:09,,
whittierch.org,,,California,,,,6/6/13 18:09,,
wiaa.com,,,,rejected term,Washington Interscholastic Activities Association -- Note added 7/23/13 19:25,,6/6/13 18:09,,
wicounties.org,,,,rejected term,Wisconsin Counties Association -- Note added 7/8/13 18:50,,6/6/13 18:09,,
wilco.org,,,Texas,,,,6/6/13 18:09,,
wilcoxcountyalabama.com,,NA,Alabama,rejected term,"Redirects to http://www.wilcoxcountyalabama.com/, a German language site. No official government site was found online. -- Note added 7/1/13 16:53",,7/1/13 16:52,,
